Date_Scrap,Power Station,Plant Name,Location,Latitude,Longitude,Confidence_Location,Unit name,Status,Fuel(s),Capacity (MW),Technology,Start year,Retired year,Owner,URL,
1/23/2024,Adani Godda power station,Adani Godda power station,"Motia, Godda, Godda, Jharkhand, India",24.814107,87.135465,exact,Unit 2,operating,coal - unknown,800,ultra-supercritical,2023,,Adani Power Ltd [100.0%],https://www.gem.wiki/Adani_Godda_power_station,
1/23/2024,Adani Godda power station,Adani Godda power station,"Motia, Godda, Godda, Jharkhand, India",24.814107,87.135465,exact,Unit 1,operating,coal - unknown,800,ultra-supercritical,2023,,Adani Power Ltd [100.0%],https://www.gem.wiki/Adani_Godda_power_station,
1/23/2024,Adani Raigarh Thermal Power Plant,Adani Raigarh Thermal Power Plant,"Kirodimalnagar, Raigarh, Raigarh, Chhattisgarh, India",21.743775,83.274093,exact,Unit 2,pre-permit,coal - bituminous,800,supercritical,,,Raigarh Energy Generation Ltd (KWPCL) [100.0%],https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,
1/23/2024,Adani Raigarh Thermal Power Plant,Adani Raigarh Thermal Power Plant,"Kirodimalnagar, Raigarh, Raigarh, Chhattisgarh, India",21.743775,83.274093,exact,Unit 3,pre-permit,coal - bituminous,800,supercritical,,,Raigarh Energy Generation Ltd (KWPCL) [100.0%],https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,
1/23/2024,Adani Raigarh Thermal Power Plant,Adani Raigarh Thermal Power Plant,"Kirodimalnagar, Raigarh, Raigarh, Chhattisgarh, India",21.743775,83.274093,exact,Unit 1,operating,coal - bituminous,600,subcritical,2014,,Raigarh Energy Generation Ltd (KWPCL) [100.0%],https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,
1/23/2024,Adilibad power station (Shalivahana Power Corp.),Adilibad power station (Shalivahana Power Corp.),"Achalapur, Adilabad, Telangana, India",19.159958,79.530837,approximate,Unit 1,cancelled,coal - unknown,300,unknown,,,Shalivahana Power Corp [100.0%],https://www.gem.wiki/Adilibad_power_station_(Shalivahana_Power_Corp.),
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 2,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 3,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 4,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 5,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 1,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Aditya Aluminium power station,Aditya Aluminium power station,"Lapanga, Rengali, Sambalpur, Odisha, India",21.740068,84.060592,exact,Unit 6,operating,coal - unknown,150,subcritical,2014,,Hindalco Industries Ltd (HIL) [100.0%],https://www.gem.wiki/Aditya_Aluminium_power_station,
1/23/2024,Adra Purulia power station,Adra Purulia power station,"Adra, Purulia, West Bengal, India",23.5,86.67,approximate,Unit 2,cancelled,coal - unknown,660,unknown,,,"NTPC Ltd, Indian Railways",https://www.gem.wiki/Adra_Purulia_power_station,
1/23/2024,Adra Purulia power station,Adra Purulia power station,"Adra, Purulia, West Bengal, India",23.5,86.67,approximate,Unit 1,cancelled,coal - unknown,660,unknown,,,"NTPC Ltd, Indian Railways",https://www.gem.wiki/Adra_Purulia_power_station,
1/23/2024,Ajmer power station,Ajmer power station,"Andheri Deori, Masuda, Ajmer, Rajasthan, India",26.073889,74.385,exact,Unit 2,operating,coal - unknown,150,subcritical,2012,,Shree Cement Ltd [100.0%],https://www.gem.wiki/Ajmer_power_station,
1/23/2024,Ajmer power station,Ajmer power station,"Andheri Deori, Masuda, Ajmer, Rajasthan, India",26.073889,74.385,exact,Unit 1,operating,coal - unknown,150,subcritical,2011,,Shree Cement Ltd [100.0%],https://www.gem.wiki/Ajmer_power_station,
1/23/2024,Akrimota Power Project,Akrimota Power Project,"Nani Chher, Kutchh, Gujarat, India",23.6626,68.7843,exact,Unit 3,cancelled,coal - lignite,250,subcritical,,,Gujarat Mineral Development Co Ltd [100.0%],https://www.gem.wiki/Akrimota_Power_Project,
1/23/2024,Akrimota Power Project,Akrimota Power Project,"Nani Chher, Kutchh, Gujarat, India",23.6626,68.7843,exact,Unit 2,operating,coal - lignite,125,subcritical,2006,,Gujarat Mineral Development Co Ltd [100.0%],https://www.gem.wiki/Akrimota_Power_Project,
1/23/2024,Akrimota Power Project,Akrimota Power Project,"Nani Chher, Kutchh, Gujarat, India",23.6626,68.7843,exact,Unit 1,operating,coal - lignite,125,subcritical,2007,,Gujarat Mineral Development Co Ltd [100.0%],https://www.gem.wiki/Akrimota_Power_Project,
1/23/2024,Amauli Fatehpur power station,Amauli Fatehpur power station,"Amauli, Amauli, Fatehpur, Uttar Pradesh, India",26.013576,80.307383,approximate,Unit 2,cancelled,coal - unknown,660,unknown,,,"NLC India Ltd, Uttar Pradesh Power Corp Ltd (UPPCL)",https://www.gem.wiki/Amauli_Fatehpur_power_station,
1/23/2024,Amauli Fatehpur power station,Amauli Fatehpur power station,"Amauli, Amauli, Fatehpur, Uttar Pradesh, India",26.013576,80.307383,approximate,Unit 1,cancelled,coal - unknown,660,unknown,,,"NLC India Ltd, Uttar Pradesh Power Corp Ltd (UPPCL)",https://www.gem.wiki/Amauli_Fatehpur_power_station,
1/23/2024,Amauli Fatehpur power station,Amauli Fatehpur power station,"Amauli, Amauli, Fatehpur, Uttar Pradesh, India",26.013576,80.307383,approximate,Unit 3,cancelled,coal - unknown,660,unknown,,,"NLC India Ltd, Uttar Pradesh Power Corp Ltd (UPPCL)",https://www.gem.wiki/Amauli_Fatehpur_power_station,
1/23/2024,Ambuja Cements Limited power station,Ambuja Cements Limited power station,"Rawan, Balodabazar, Balodabazar, Chhattisgarh, India",21.67005,82.08339,exact,Unit 1,operating,coal - unknown,33,unknown,2003,,Ambuja Cements Ltd [100.0%],https://www.gem.wiki/Ambuja_Cements_Limited_power_station,
1/23/2024,Ambujanagar Cement Plant power station,Ambujanagar Cement Plant power station,"Kodinar, Junagadh, Gujarat, India",20.835455,70.69554,exact,Unit 3,operating,coal - unknown,30,subcritical,2010,,Ambuja Cements Ltd [100.0%],https://www.gem.wiki/Ambujanagar_Cement_Plant_power_station,
1/23/2024,Ambujanagar Cement Plant power station,Ambujanagar Cement Plant power station,"Kodinar, Junagadh, Gujarat, India",20.835455,70.69554,exact,Unit 1,operating,coal - unknown,30,subcritical,2007,,Ambuja Cements Ltd [100.0%],https://www.gem.wiki/Ambujanagar_Cement_Plant_power_station,
1/23/2024,Ambujanagar Cement Plant power station,Ambujanagar Cement Plant power station,"Kodinar, Junagadh, Gujarat, India",20.835455,70.69554,exact,Unit 2,operating,coal - unknown,30,subcritical,2007,,Ambuja Cements Ltd [100.0%],https://www.gem.wiki/Ambujanagar_Cement_Plant_power_station,
1/23/2024,Amoda power station,Amoda power station,"Amoda, Nawagarh, Janjgir-Champa, Chhattisgarh, India",21.848753,82.652278,approximate,Unit 1,cancelled,coal - unknown,600,unknown,,,DCM Shriram Ltd [100.0%],https://www.gem.wiki/Amoda_power_station,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase III Unit 2,cancelled,coal - unknown,660,supercritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase II Unit 1,cancelled,coal - unknown,270,subcritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase II Unit 2,cancelled,coal - unknown,270,subcritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase I Unit 3,operating,coal - unknown,270,subcritical,2015,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase II Unit 3,cancelled,coal - unknown,270,subcritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase I Unit 1,operating,coal - unknown,270,subcritical,2013,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase II Unit 4,cancelled,coal - unknown,270,subcritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase II Unit 5,cancelled,coal - unknown,270,subcritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase I Unit 2,operating,coal - unknown,270,subcritical,2014,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase I Unit 4,operating,coal - unknown,270,subcritical,2015,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase I Unit 5,operating,coal - unknown,270,subcritical,2015,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amravati Thermal Power Project,Amravati Thermal Power Project,"Nandgaonpeth, Amravati, Amravati, Maharashtra, India",21.080316,77.901242,exact,Phase III Unit 1,cancelled,coal - unknown,660,supercritical,,,RattanIndia Power Ltd [100.0%],https://www.gem.wiki/Amravati_Thermal_Power_Project,
1/23/2024,Amreli power station,Amreli power station,"Amreli, Gujarat, India",21.602871,71.21817,approximate,Unit 2,cancelled,coal - unknown,660,unknown,2016,,Avantha Power & Infrastructure Ltd (APIL) [100.0%],https://www.gem.wiki/Amreli_power_station,
1/23/2024,Amreli power station,Amreli power station,"Amreli, Gujarat, India",21.602871,71.21817,approximate,Unit 1,cancelled,coal - unknown,660,unknown,2016,,Avantha Power & Infrastructure Ltd (APIL) [100.0%],https://www.gem.wiki/Amreli_power_station,
1/23/2024,Angul power station,Angul power station,"Derang, Kaniha, Angul, Odisha, India",21.127044,84.980552,exact,Phase I Unit 3,cancelled,coal - unknown,600,subcritical,,,Jindal India Thermal Power Ltd (JITPL) [100.0%],https://www.gem.wiki/Angul_power_station,
1/23/2024,Angul power station,Angul power station,"Derang, Kaniha, Angul, Odisha, India",21.127044,84.980552,exact,Phase I Unit 2,operating,coal - unknown,600,subcritical,2015,,Jindal India Thermal Power Ltd (JITPL) [100.0%],https://www.gem.wiki/Angul_power_station,
1/23/2024,Angul power station,Angul power station,"Derang, Kaniha, Angul, Odisha, India",21.127044,84.980552,exact,Phase I Unit 1,operating,coal - unknown,600,subcritical,2014,,Jindal India Thermal Power Ltd (JITPL) [100.0%],https://www.gem.wiki/Angul_power_station,
1/23/2024,Angul power station,Angul power station,"Derang, Kaniha, Angul, Odisha, India",21.127044,84.980552,exact,Phase II,cancelled,coal - unknown,1320,unknown,,,Jindal India Thermal Power Ltd (JITPL) [100.0%],https://www.gem.wiki/Angul_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 9,operating,coal - subbituminous,120,subcritical,2010,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 6,operating,coal - subbituminous,120,subcritical,1994,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 8,operating,coal - subbituminous,120,subcritical,2009,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 1,operating,coal - subbituminous,120,subcritical,1985,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 4,operating,coal - subbituminous,120,subcritical,1985,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 11,cancelled,coal - subbituminous,250,subcritical,,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 12,cancelled,coal - unknown,250,unknown,,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 2,operating,coal - subbituminous,120,subcritical,1985,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 7,operating,coal - subbituminous,120,subcritical,2002,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 3,operating,coal - subbituminous,120,subcritical,1985,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 10,operating,coal - subbituminous,120,subcritical,2010,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Smelter power station,Angul Smelter power station,"Banarpal & Balaram Prasad, Banarpal, Angul, Odisha, India",20.8490264,85.1902199,exact,Unit 5,operating,coal - subbituminous,120,subcritical,1990,,National Aluminium Co Ltd (NALCO) [100.0%],https://www.gem.wiki/Angul_Smelter_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 6,operating,coal - unknown,135,subcritical,2014,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 1,operating,coal - unknown,135,subcritical,2011,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 2,operating,coal - unknown,135,subcritical,2012,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 5,operating,coal - unknown,135,subcritical,2013,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 4,operating,coal - unknown,135,subcritical,2013,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Angul Steel power station,Angul Steel power station,"Derang, Chhendipada, Angul, Odisha, India",20.892474,84.99039,exact,Unit 3,operating,coal - unknown,135,subcritical,2013,,Jindal Steel & Power Ltd (JSPL) [100.0%],https://www.gem.wiki/Angul_Steel_power_station,
1/23/2024,Ankulapatur power station,Ankulapatur power station,"Ankulapatur, Chillakur, Nellore, Andhra Pradesh, India",14.138344,79.990881,exact,Phase 2,cancelled,coal - unknown,135,supercritical,,,VSF Projects [100.0%],https://www.gem.wiki/Ankulapatur_power_station,
1/23/2024,Ankulapatur power station,Ankulapatur power station,"Ankulapatur, Chillakur, Nellore, Andhra Pradesh, India",14.138344,79.990881,exact,Phase 1,cancelled,coal - unknown,350,supercritical,,,VSF Projects [100.0%],https://www.gem.wiki/Ankulapatur_power_station,
1/23/2024,Anpara power station,Anpara power station,"Anpara, Dudhi, Sonbhadra, Uttar Pradesh, India",24.202043,82.789128,exact,Phase A Unit 3,operating,coal - bituminous,210,subcritical,1988,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara_power_station,
1/23/2024,Anpara power station,Anpara power station,"Anpara, Dudhi, Sonbhadra, Uttar Pradesh, India",24.202043,82.789128,exact,Phase B Unit 1,operating,coal - bituminous,500,subcritical,1993,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara_power_station,
1/23/2024,Anpara power station,Anpara power station,"Anpara, Dudhi, Sonbhadra, Uttar Pradesh, India",24.202043,82.789128,exact,Phase A Unit 1,operating,coal - bituminous,210,subcritical,1986,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara_power_station,
1/23/2024,Anpara power station,Anpara power station,"Anpara, Dudhi, Sonbhadra, Uttar Pradesh, India",24.202043,82.789128,exact,Phase A Unit 2,operating,coal - bituminous,210,subcritical,1987,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara_power_station,
1/23/2024,Anpara power station,Anpara power station,"Anpara, Dudhi, Sonbhadra, Uttar Pradesh, India",24.202043,82.789128,exact,Phase B Unit 2,operating,coal - bituminous,500,subcritical,1994,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara_power_station,
1/23/2024,Anpara-C power station,Anpara-C power station,"Anpara, Sonebhadra, Uttar Pradesh, India",24.203788,82.79733,exact,Unit 1,operating,coal - bituminous,600,subcritical,2011,,LANCO Infratech Ltd [100.0%],https://www.gem.wiki/Anpara-C_power_station,
1/23/2024,Anpara-C power station,Anpara-C power station,"Anpara, Sonebhadra, Uttar Pradesh, India",24.203788,82.79733,exact,Unit 2,operating,coal - bituminous,600,subcritical,2011,,LANCO Infratech Ltd [100.0%],https://www.gem.wiki/Anpara-C_power_station,
1/23/2024,Anpara-D power station,Anpara-D power station,"Anpara, Dudhi, Sonebhadra, Uttar Pradesh, India",24.196262,82.806342,exact,Unit 1,operating,coal - bituminous,500,subcritical,2015,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara-D_power_station,
1/23/2024,Anpara-D power station,Anpara-D power station,"Anpara, Dudhi, Sonebhadra, Uttar Pradesh, India",24.196262,82.806342,exact,Unit 2,operating,coal - bituminous,500,subcritical,2016,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara-D_power_station,
1/23/2024,Anpara-E power station,Anpara-E power station,"Rasulpur Bhuranda, Bhognipur, Ramabai Nagar, Uttar Pradesh, India",26.192778,79.940278,exact,Unit 1,cancelled,coal - unknown,660,supercritical,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara-E_power_station,
1/23/2024,Anpara-E power station,Anpara-E power station,"Rasulpur Bhuranda, Bhognipur, Ramabai Nagar, Uttar Pradesh, India",26.192778,79.940278,exact,Unit 2,cancelled,coal - unknown,660,supercritical,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd (UPRVUNL) [100.0%],https://www.gem.wiki/Anpara-E_power_station,
1/23/2024,Anpara-E power station (MUNPL),Anpara-E power station (MUNPL),"Anpara, Sonbhadra District, Uttar Pradesh, India",24.204564,82.782678,approximate,Unit 2,announced,coal - unknown,800,supercritical,,,Meja Urja Nigam Pvt Ltd (MUNPL),https://www.gem.wiki/Anpara-E_power_station_(MUNPL),
1/23/2024,Anpara-E power station (MUNPL),Anpara-E power station (MUNPL),"Anpara, Sonbhadra District, Uttar Pradesh, India",24.204564,82.782678,approximate,Unit 1,announced,coal - unknown,800,supercritical,,,Meja Urja Nigam Pvt Ltd (MUNPL),https://www.gem.wiki/Anpara-E_power_station_(MUNPL),
1/23/2024,Anuppur power station (Newzone),Anuppur power station (Newzone),"Raksha, Annupur, Madhya Pradesh, India",23.152987,81.832352,approximate,Unit 1,cancelled,coal - unknown,1320,supercritical,,,New Zone India [100.0%],https://www.gem.wiki/Anuppur_power_station_(Newzone),
1/23/2024,Anuppur Thermal Power Project,Anuppur Thermal Power Project,"Jethari, Jaithari, Annupur, Madhya Pradesh, India",23.073731,81.784286,exact,Phase 1 Unit 1,operating,coal - unknown,625,subcritical,2015,,Hindustan Powerprojects Pvt Ltd (HPPPL) [100.0%],https://www.gem.wiki/Anuppur_Thermal_Power_Project,
1/23/2024,Anuppur Thermal Power Project,Anuppur Thermal Power Project,"Jethari, Jaithari, Annupur, Madhya Pradesh, India",23.073731,81.784286,exact,Phase 1 Unit 2,operating,coal - unknown,625,subcritical,2016,,Hindustan Powerprojects Pvt Ltd (HPPPL) [100.0%],https://www.gem.wiki/Anuppur_Thermal_Power_Project,
1/23/2024,Anuppur Thermal Power Project,Anuppur Thermal Power Project,"Jethari, Jaithari, Annupur, Madhya Pradesh, India",23.073731,81.784286,exact,Phase 2 Unit 2,cancelled,coal - unknown,660,supercritical,,,Hindustan Powerprojects Pvt Ltd (HPPPL) [100.0%],https://www.gem.wiki/Anuppur_Thermal_Power_Project,
1/23/2024,Anuppur Thermal Power Project,Anuppur Thermal Power Project,"Jethari, Jaithari, Annupur, Madhya Pradesh, India",23.073731,81.784286,exact,Phase 2 Unit 1,cancelled,coal - unknown,660,supercritical,,,Hindustan Powerprojects Pvt Ltd (HPPPL) [100.0%],https://www.gem.wiki/Anuppur_Thermal_Power_Project,
1/23/2024,Arasmeta Cement Plant power station,Arasmeta Cement Plant power station,"Janjgir, Champa, Chhattisgarh, India",21.966291,82.340412,approximate,Unit 2,operating,coal - unknown,43,subcritical,2011,,KSK Energy Ventures Ltd [100.0%],https://www.gem.wiki/Arasmeta_Cement_Plant_power_station,
1/23/2024,Arasmeta Cement Plant power station,Arasmeta Cement Plant power station,"Janjgir, Champa, Chhattisgarh, India",21.966291,82.340412,approximate,Unit 1,operating,coal - unknown,43,subcritical,2008,,KSK Energy Ventures Ltd [100.0%],https://www.gem.wiki/Arasmeta_Cement_Plant_power_station,
1/23/2024,ARS Metals Gummidipoondi captive power station,ARS Metals Gummidipoondi captive power station,"Eguvarpalayam, Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.423889,80.066111,exact,Unit 3,cancelled,coal - subbituminous,350,supercritical,,,ARS Metals [100.0%],https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,
1/23/2024,ARS Metals Gummidipoondi captive power station,ARS Metals Gummidipoondi captive power station,"Eguvarpalayam, Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.423889,80.066111,exact,Unit 1,operating,coal - subbituminous,60,circulating fluidized bed,2013,,ARS Metals [100.0%],https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,
1/23/2024,ARS Metals Gummidipoondi captive power station,ARS Metals Gummidipoondi captive power station,"Eguvarpalayam, Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.423889,80.066111,exact,Unit 2,cancelled,coal - subbituminous,135,subcritical,,,ARS Metals [100.0%],https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,
1/23/2024,Asansol Crescent power station,Asansol Crescent power station,"Asansol, Bardhaman, West Bengal, India",23.65,88.13,approximate,Unit 1,operating,coal - unknown,40,subcritical,2007,,CESC Ltd (CESC) [100.0%],https://www.gem.wiki/Asansol_Crescent_power_station,
1/23/2024,Asansol power station,Asansol power station,"Asansol, Raghunathpur, West Bengal, India",23.68,86.99,approximate,Unit 2,cancelled,coal - unknown,270,subcritical,,,DPSC Ltd [100.0%],https://www.gem.wiki/Asansol_power_station,
1/23/2024,Asansol power station,Asansol power station,"Asansol, Raghunathpur, West Bengal, India",23.68,86.99,approximate,Unit 1,cancelled,coal - unknown,270,subcritical,,,DPSC Ltd [100.0%],https://www.gem.wiki/Asansol_power_station,
1/23/2024,ASTARC power station,ASTARC power station,"Pandhartal & Khursapar, Lohra (or Umred), Nagpur, Maharashtra, India",20.863784,79.273739,approximate,Unit 2,cancelled,coal - unknown,660,supercritical,,,ASTARC Power [100.0%],https://www.gem.wiki/ASTARC_power_station,
